itrial,d,method,coverage,width
8,100,split,0.91,8.675022669188426
9,100,naive,0.0,6.146194664324867e-14
9,100,jackknife,0.59,26.641164809263138
9,100,jackknife+,0.93,35.017723179894894
9,100,jackknife-mm,1.0,55.23220530384671
9,100,CV+,1.0,17.65808051575967
9,100,split,0.95,9.360437541251967
10,100,naive,0.0,8.523848293862102e-14
10,100,jackknife,0.53,36.80183271969433
10,100,jackknife+,0.92,48.31755830665679
10,100,jackknife-mm,1.0,79.55943897672287
10,100,CV+,1.0,23.441092523927196
10,100,split,0.95,10.354924382169811
11,100,naive,0.0,3.26050297871916e-14
11,100,jackknife,0.53,12.616781063307867
11,100,jackknife+,0.86,16.95375967619583
11,100,jackknife-mm,1.0,26.17919578056174
11,100,CV+,0.99,11.43417282160275
11,100,split,0.94,9.838436131806093
12,100,naive,0.0,3.489653011001792e-14
12,100,jackknife,0.49,7.34441876330949
12,100,jackknife+,0.58,8.131529310957523
12,100,jackknife-mm,0.92,15.52475092409426
12,100,CV+,1.0,13.106632909694998
12,100,split,0.93,9.075665422107255
13,100,naive,0.0,1.9461765532469144e-13
13,100,jackknife,0.22,43.7412076054379
13,100,jackknife+,1.0,51.90433412707733
13,100,jackknife-mm,1.0,138.28817554597333
13,100,CV+,1.0,13.571162792378459
13,100,split,0.9,8.510055805583407
14,100,naive,0.0,3.54631879417866e-13
14,100,jackknife,0.5,180.26386552398552
14,100,jackknife+,1.0,191.34839892717406
14,100,jackknife-mm,1.0,382.4682613823324
14,100,CV+,1.0,13.384596349654137
14,100,split,0.95,11.181980579545042
15,100,naive,0.0,1.0892620139202336e-13
15,100,jackknife,0.25,21.465576912328714
15,100,jackknife+,0.94,43.11753366442184
15,100,jackknife-mm,1.0,68.87793923495624
15,100,CV+,0.98,11.995012291289752
15,100,split,0.95,9.605206183848624
16,100,naive,0.0,1.977085162252479e-14
16,100,jackknife,0.44,5.522490350481222
16,100,jackknife+,0.79,7.171494859383943
16,100,jackknife-mm,0.98,12.453752351026502
16,100,CV+,0.98,9.097086898491684
16,100,split,0.9,8.22268489673124
17,100,naive,0.0,4.854783242080884e-14
17,100,jackknife,0.61,27.163816186552225
17,100,jackknife+,0.95,35.537594153869414
17,100,jackknife-mm,1.0,55.61624990370638
17,100,CV+,1.0,18.88494783349604
17,100,split,0.91,9.364966220252404
18,100,naive,0.0,1.5759837879159022e-13
18,100,jackknife,0.42,63.25898796226991
18,100,jackknife+,1.0,93.62430081443512
18,100,jackknife-mm,1.0,160.95170615993516
18,100,CV+,0.99,14.835898663885118
18,100,split,0.97,9.919662414034665
19,100,naive,0.0,3.852029806239443e-14
19,100,jackknife,0.53,8.556111241998702
19,100,jackknife+,0.69,10.50143708653904
19,100,jackknife-mm,0.92,17.99962647190961
19,100,CV+,0.98,14.784567032493374
19,100,split,0.9,8.250006316359883
20,100,naive,0.0,3.2529534621517087e-14
20,100,jackknife,0.47,14.471550854234984
20,100,jackknife+,0.82,19.574656882811706
20,100,jackknife-mm,0.99,32.3345185660853
20,100,CV+,0.99,13.955388351297167
20,100,split,0.94,9.306917038448551
21,100,naive,0.0,2.248246033786927e-13
21,100,jackknife,0.68,122.4600061714272
21,100,jackknife+,1.0,157.12552279790492
21,100,jackknife-mm,1.0,250.09550356620144
21,100,CV+,1.0,19.11870244317212
21,100,split,0.92,8.894084428784494
22,100,naive,0.0,2.2083668227423913e-13
22,100,jackknife,0.3,70.19119171967024
22,100,jackknife+,1.0,104.50593856234393
22,100,jackknife-mm,1.0,207.9854507579502
22,100,CV+,0.99,12.260060167214144
22,100,split,0.86,9.312597323389127
23,100,naive,0.0,5.5990767577895894e-14
23,100,jackknife,0.53,26.918723614911386
23,100,jackknife+,0.96,36.80580865085876
23,100,jackknife-mm,1.0,56.73141169802954
23,100,CV+,1.0,16.903643532440523
23,100,split,0.95,9.101693112940765
24,100,naive,0.0,4.9258375156568946e-14
24,100,jackknife,0.59,14.754718230336012
24,100,jackknife+,0.89,18.723938010575544
24,100,jackknife-mm,0.99,32.777693547648575
24,100,CV+,0.99,11.86714777220239
24,100,split,0.97,9.315421616562658
25,100,naive,0.0,4.1122660832115796e-14
25,100,jackknife,0.71,17.953317676027766
25,100,jackknife+,1.0,24.53333068830198
25,100,jackknife-mm,1.0,37.32964191611103
25,100,CV+,0.95,9.141561044631226
25,100,split,0.9,8.2887109585711
26,100,naive,0.0,4.04254407726512e-14
26,100,jackknife,0.6,19.123391532696186
26,100,jackknife+,0.98,23.360193955141163
26,100,jackknife-mm,1.0,38.18828915047492
26,100,CV+,0.99,12.918184563477746
26,100,split,0.8,8.193651716335522
27,100,naive,0.0,6.94733159889438e-14
27,100,jackknife,0.15,10.267453956860836
27,100,jackknife+,0.71,16.980438091518796
27,100,jackknife-mm,0.97,40.04416503417615
27,100,CV+,1.0,16.227002620762125
27,100,split,0.88,8.882908123689603
28,100,naive,0.0,8.951062113737862e-14
28,100,jackknife,0.44,31.642847980970146
28,100,jackknife+,0.98,49.54931548343035
28,100,jackknife-mm,1.0,77.40080077783455
28,100,CV+,1.0,18.643233743960458
28,100,split,0.93,11.094442559993892
29,100,naive,0.0,5.789146939605417e-14
29,100,jackknife,0.46,19.194821557998168
29,100,jackknife+,0.9,29.10887743378112
29,100,jackknife-mm,1.0,46.3128105974581
29,100,CV+,1.0,16.230615732389204
29,100,split,0.97,9.530603253948444
30,100,naive,0.0,4.340083847864662e-14
30,100,jackknife,0.83,30.069881072436054
30,100,jackknife+,1.0,38.29010202743813
30,100,jackknife-mm,1.0,54.754588085118705
30,100,CV+,1.0,14.351907169732463
30,100,split,0.97,10.666417144926013
31,100,naive,0.0,4.973799150320701e-14
31,100,jackknife,0.37,16.56893217939459
31,100,jackknife+,0.91,26.671454745770188
31,100,jackknife-mm,1.0,42.4136198344427
31,100,CV+,0.99,11.658390379164269
31,100,split,0.87,8.519326800451054
32,100,naive,0.0,4.513491802526914e-12
32,100,jackknife,0.02,106.01805992996117
32,100,jackknife+,1.0,134.00488646134764
32,100,jackknife-mm,1.0,503.11825295700856
32,100,CV+,0.97,12.04061302941956
32,100,split,0.86,6.76390843126183
33,100,naive,0.0,3.008882032418114e-13
33,100,jackknife,0.31,103.26399288596083
33,100,jackknife+,1.0,178.7364305030869
33,100,jackknife-mm,1.0,296.39125525426044
33,100,CV+,0.99,15.275703346171543
33,100,split,0.88,8.030722057721405
34,100,naive,0.0,3.552713678800501e-14
34,100,jackknife,0.75,19.812255144821513
34,100,jackknife+,1.0,22.40054177363415
34,100,jackknife-mm,1.0,34.47374311069126
34,100,CV+,1.0,12.866221602213582
34,100,split,0.96,9.531824637430464
35,100,naive,0.0,4.7744030950980234e-14
35,100,jackknife,0.52,20.285038512327382
35,100,jackknife+,0.94,29.371271963736064
35,100,jackknife-mm,1.0,45.58108654369738
35,100,CV+,1.0,15.512060146038534
35,100,split,0.8,7.359517020138701
36,100,naive,0.0,3.208810994692612e-13
36,100,jackknife,0.3,75.9742749536914
36,100,jackknife+,1.0,96.01573522639603
36,100,jackknife-mm,1.0,216.02526126128745
36,100,CV+,1.0,14.442913175483058
36,100,split,0.94,10.00225447805949
37,100,naive,0.0,4.105160655853979e-14
37,100,jackknife,0.42,7.072522592513706
37,100,jackknife+,0.53,8.727766447559413
37,100,jackknife-mm,0.82,15.801391506775273
37,100,CV+,1.0,14.786543422376631
37,100,split,0.97,10.357261232083685
38,100,naive,0.0,6.3806737671257e-14
38,100,jackknife,0.53,23.21906487800391
38,100,jackknife+,1.0,32.52482232480279
38,100,jackknife-mm,1.0,51.388934807692685
38,100,CV+,0.92,8.778828190996435
38,100,split,0.92,9.459874018226564
39,100,naive,0.0,5.432987393305666e-14
39,100,jackknife,0.56,22.291934655946648
39,100,jackknife+,1.0,32.524565811531026
39,100,jackknife-mm,1.0,49.1306458974754
39,100,CV+,0.99,9.694148431392277
39,100,split,0.94,8.431798889008274
40,100,naive,0.0,4.5723425046162444e-14
40,100,jackknife,0.65,25.12017198175181
40,100,jackknife+,0.91,31.105816848170015
40,100,jackknife-mm,1.0,50.057876412860466
40,100,CV+,1.0,19.81541064013394
40,100,split,0.84,8.918157986306529
41,100,naive,0.0,1.0846292752830777e-11
41,100,jackknife,0.0,103.00218102553292
41,100,jackknife+,1.0,103.4219495337366
41,100,jackknife-mm,1.0,2028.0760186971993
41,100,CV+,1.0,16.933531219893986
41,100,split,0.88,9.048578151944625
42,100,naive,0.0,3.2578384434600593e-14
42,100,jackknife,0.57,10.21198547274716
42,100,jackknife+,0.81,11.909478160085657
42,100,jackknife-mm,0.98,19.990029315510125
42,100,CV+,0.98,11.447775510372935
42,100,split,0.94,7.586968050425671
43,100,naive,0.0,6.3806737671257e-14
43,100,jackknife,0.64,37.7405710023662
43,100,jackknife+,1.0,51.602215661631206
43,100,jackknife-mm,1.0,79.36709498991358
43,100,CV+,1.0,14.7361145855083
43,100,split,0.87,8.608678850096025
44,100,naive,0.0,2.6787461138155777e-14
44,100,jackknife,0.82,15.873973045252571
44,100,jackknife+,0.97,18.403138142009034
44,100,jackknife-mm,1.0,29.230540439031362
44,100,CV+,1.0,14.561863381182043
44,100,split,0.89,9.114828939001539
45,100,naive,0.0,1.4204637466264103e-13
45,100,jackknife,0.58,74.39309758233135
45,100,jackknife+,1.0,95.05553862082624
45,100,jackknife-mm,1.0,155.15532090970697
45,100,CV+,1.0,16.1503357943536
45,100,split,0.97,9.349140780951767
46,100,naive,0.0,3.511857471494295e-14
46,100,jackknife,0.44,12.87652047141832
46,100,jackknife+,0.74,16.315602517564873
46,100,jackknife-mm,0.99,27.56436516110463
46,100,CV+,0.99,15.159139511612157
46,100,split,0.89,8.626296852282872
47,100,naive,0.0,2.842170943040401e-14
47,100,jackknife,0.23,3.498480225758109
47,100,jackknife+,0.38,4.966729859385569
47,100,jackknife-mm,0.86,10.71453577926127
47,100,CV+,1.0,11.4393405193555
47,100,split,0.89,7.675998508565198
48,100,naive,0.0,3.9399594697897555e-14
48,100,jackknife,0.6,16.556789439603964
48,100,jackknife+,0.92,22.281806394006395
48,100,jackknife-mm,1.0,34.56128292720168
48,100,CV+,1.0,15.765575763263888
48,100,split,0.98,10.51378561073077
49,100,naive,0.0,4.782396700875324e-14
49,100,jackknife,0.63,20.21102055270054
49,100,jackknife+,0.98,26.832753761272425
49,100,jackknife-mm,1.0,42.00846453265515
49,100,CV+,1.0,14.606488561029632
49,100,split,0.9,9.136146915447235
0,105,naive,0.0,2.559730205575761e-14
0,105,jackknife,0.92,13.822445027505456
0,105,jackknife+,1.0,15.453670317860038
0,105,jackknife-mm,1.0,22.679539377263144
0,105,CV+,1.0,12.698422245209947
0,105,split,0.9,9.9190575591459
1,105,naive,0.0,2.950306665638891e-14
1,105,jackknife,0.82,19.999434609958453
1,105,jackknife+,0.98,24.142117802823392
1,105,jackknife-mm,1.0,33.1164726134547
1,105,CV+,0.99,13.944391405747435
1,105,split,0.88,8.290457746443522
2,105,naive,0.0,2.842170943040401e-14
2,105,jackknife,0.83,18.67672205056602
2,105,jackknife+,1.0,22.18624612834445
2,105,jackknife-mm,1.0,32.215364469897104
2,105,CV+,1.0,12.37050985916248
2,105,split,0.87,9.457587647382233
3,105,naive,0.0,2.842170943040401e-14
3,105,jackknife,0.76,8.009309139355564
3,105,jackknife+,0.96,9.20841343876349
3,105,jackknife-mm,1.0,13.512519245706821
3,105,CV+,0.97,7.516567140776857
3,105,split,0.74,5.3342163001881735
4,105,naive,0.0,2.8639313143230536e-14
4,105,jackknife,0.74,11.44131661904248
4,105,jackknife+,0.91,13.44581911577696
4,105,jackknife-mm,0.98,19.84296547898116
4,105,CV+,0.94,11.43841373519869
4,105,split,0.9,8.646121311108985
5,105,naive,0.0,2.4868995751603507e-14
5,105,jackknife,0.92,12.308797538529653
5,105,jackknife+,0.98,13.49708077948618
5,105,jackknife-mm,1.0,19.134239352108423
5,105,CV+,0.96,10.282101561986096
5,105,split,0.9,9.781160035167803
6,105,naive,0.0,2.3092638912203256e-14
6,105,jackknife,0.76,8.669944683285308
6,105,jackknife+,0.85,9.896618143198216
6,105,jackknife-mm,0.99,14.77913616752053
6,105,CV+,1.0,12.57380823122025
6,105,split,0.85,8.559369694647316
7,105,naive,0.0,3.276490190273762e-14
7,105,jackknife,0.83,13.732225308164752
7,105,jackknife+,0.94,15.275031885130888
7,105,jackknife-mm,1.0,22.859854194545893
7,105,CV+,0.99,12.32268398309588
7,105,split,0.84,8.797530364751328
8,105,naive,0.0,2.926547892911913e-14
8,105,jackknife,0.65,5.919164880923929
8,105,jackknife+,0.69,6.582454755716084
8,105,jackknife-mm,0.93,9.987651885557526
8,105,CV+,0.96,9.041157698450796
8,105,split,0.82,7.521846610516177
9,105,naive,0.0,2.842170943040401e-14
9,105,jackknife,0.61,5.459847489708709
9,105,jackknife+,0.7,6.085226462635301
9,105,jackknife-mm,0.91,9.153515058964325
9,105,CV+,0.88,8.309417340676287
9,105,split,0.9,8.987200114465166
10,105,naive,0.0,2.5686119897727623e-14
10,105,jackknife,0.76,6.345757776043306
10,105,jackknife+,0.8,6.694149779038749
10,105,jackknife-mm,0.96,10.227838719170736
10,105,CV+,0.98,8.553117511833909
10,105,split,0.85,8.466238714167377
11,105,naive,0.0,1.9415580254644737e-14
11,105,jackknife,0.78,10.343707571706496
11,105,jackknife+,0.88,11.811595851294241
11,105,jackknife-mm,0.98,17.27008756734877
11,105,CV+,0.98,11.713325924922906
11,105,split,0.82,8.143656091570808
12,105,naive,0.0,2.3110402480597258e-14
12,105,jackknife,0.77,10.91458373345014
12,105,jackknife+,0.92,12.53833823423385
12,105,jackknife-mm,1.0,19.411392589682592
12,105,CV+,1.0,13.700159076997773
12,105,split,0.84,7.8413696945533955
13,105,naive,0.0,1.959321593858476e-14
13,105,jackknife,0.68,8.249033146212104
13,105,jackknife+,0.85,9.510826844819908
13,105,jackknife-mm,0.98,14.030545323284061
13,105,CV+,0.98,11.010216503009987
13,105,split,0.89,9.08872553315453
14,105,naive,0.0,2.3998580900297383e-14
14,105,jackknife,0.83,10.624346676780156
14,105,jackknife+,0.91,11.130215319230082
14,105,jackknife-mm,0.99,16.949472813691123
14,105,CV+,0.99,10.46825857218736
14,105,split,0.94,10.676624803585085
15,105,naive,0.0,2.4800161924076746e-14
15,105,jackknife,0.85,12.46757349130355
15,105,jackknife+,0.98,14.315108274524203
15,105,jackknife-mm,1.0,20.395006418888567
15,105,CV+,1.0,11.091875872521985
15,105,split,0.93,8.126189283832868
16,105,naive,0.0,2.758682171588589e-14
16,105,jackknife,0.72,9.372661653004556
16,105,jackknife+,0.87,10.143591259186294
16,105,jackknife-mm,0.98,15.304956485956225
16,105,CV+,0.95,8.75751903369366
16,105,split,0.96,9.474960748353551
17,105,naive,0.0,2.842170943040401e-14
17,105,jackknife,0.71,7.351895230738392
17,105,jackknife+,0.85,8.525226443669588
17,105,jackknife-mm,0.97,12.362379743299883
17,105,CV+,0.97,8.550283873113495
17,105,split,0.97,10.857503146378233
18,105,naive,0.0,2.337796622953192e-14
18,105,jackknife,0.77,8.527727979863185
18,105,jackknife+,0.84,8.94173923990694
18,105,jackknife-mm,0.95,14.535016467231701
18,105,CV+,1.0,11.327139345410576
18,105,split,0.89,8.011395907283767
19,105,naive,0.0,2.1316282072803006e-14
19,105,jackknife,0.84,12.487354326451637
19,105,jackknife+,0.98,13.403433349143304
19,105,jackknife-mm,1.0,19.091006028597082
19,105,CV+,0.93,8.598304682680705
19,105,split,0.9,9.78456614867563
20,105,naive,0.0,2.8057556278326956e-14
20,105,jackknife,0.9,14.621007675267544
20,105,jackknife+,1.0,16.35867843042047
20,105,jackknife-mm,1.0,23.05104812804049
20,105,CV+,0.97,10.389610990781357
20,105,split,0.89,8.118071357628994
21,105,naive,0.0,2.743583138453687e-14
21,105,jackknife,0.77,14.489978059349262
21,105,jackknife+,0.99,16.01870190931181
21,105,jackknife-mm,1.0,24.70287289786516
21,105,CV+,0.99,11.474875402328534
21,105,split,0.91,9.935147513925763
22,105,naive,0.0,3.714362151185924e-14
22,105,jackknife,0.86,21.845612574085088
22,105,jackknife+,0.99,24.081435073980114
22,105,jackknife-mm,1.0,36.34385751003773
22,105,CV+,1.0,15.083027723729776
22,105,split,0.87,7.307384190047519
23,105,naive,0.0,2.6769697569761775e-14
23,105,jackknife,0.82,12.20538581990381
23,105,jackknife+,0.95,13.969340885698376
23,105,jackknife-mm,1.0,19.805389860922137
23,105,CV+,0.97,10.5744626881036
23,105,split,0.89,9.735486399818974
24,105,naive,0.0,2.4868995751603507e-14
24,105,jackknife,0.76,6.854066461052849
24,105,jackknife+,0.88,7.340282793726153
24,105,jackknife-mm,1.0,11.301552045491388
24,105,CV+,0.96,7.008051068882849
24,105,split,0.97,10.544772096976644
25,105,naive,0.0,2.1316282072803006e-14
25,105,jackknife,0.71,9.62334233688628
25,105,jackknife+,0.82,10.363199479105075
25,105,jackknife-mm,0.98,16.522823964824273
25,105,CV+,0.96,11.1245717364197
25,105,split,0.87,8.661528776692748
26,105,naive,0.0,3.552713678800501e-14
26,105,jackknife,0.95,20.82816998937929
26,105,jackknife+,0.98,22.431790681204934
26,105,jackknife-mm,1.0,32.86223463195651
26,105,CV+,1.0,18.260274734586837
26,105,split,0.95,9.128607527417211
27,105,naive,0.0,3.283595617631363e-14
27,105,jackknife,0.78,16.121462547770815
27,105,jackknife+,0.93,19.283805550556753
27,105,jackknife-mm,1.0,28.254721980584968
27,105,CV+,1.0,15.23350053340527
27,105,split,0.89,9.335491107471539
28,105,naive,0.0,3.362643496984674e-14
28,105,jackknife,0.91,21.8686912687741
28,105,jackknife+,1.0,24.78364230181379
28,105,jackknife-mm,1.0,34.91497659177756
28,105,CV+,1.0,17.85508773146557
28,105,split,0.85,8.506760332013782
29,105,naive,0.0,2.4868995751603507e-14
29,105,jackknife,0.81,8.532620280054429
29,105,jackknife+,0.88,8.797921446049939
29,105,jackknife-mm,0.99,13.546420169561026
29,105,CV+,0.99,11.715647595045436
29,105,split,0.98,11.17576178389007
30,105,naive,0.0,2.3110402480597258e-14
30,105,jackknife,0.75,10.201425198287636
30,105,jackknife+,0.92,11.660027927018772
30,105,jackknife-mm,0.99,17.510930114739427
30,105,CV+,0.95,9.314119314383152
30,105,split,0.97,10.600577293963944
31,105,naive,0.0,2.94497759512069e-14
31,105,jackknife,0.84,11.714615689121715
31,105,jackknife+,0.93,12.96624036113904
31,105,jackknife-mm,1.0,18.70421344009131
31,105,CV+,0.94,10.06908985394048
31,105,split,0.85,7.929814040582096
32,105,naive,0.0,2.659206188582175e-14
32,105,jackknife,0.78,9.628461599340778
32,105,jackknife+,0.94,10.992503265141504
32,105,jackknife-mm,1.0,16.513034164348998
32,105,CV+,0.98,10.091479311524889
32,105,split,0.93,8.926476177053031
33,105,naive,0.0,2.1316282072803006e-14
33,105,jackknife,0.67,5.871189430082369
33,105,jackknife+,0.77,6.562985486347597
33,105,jackknife-mm,0.94,10.071357760926695
33,105,CV+,0.98,9.844091187398051
33,105,split,0.98,8.93932179199517
34,105,naive,0.0,3.0109248427834244e-14
34,105,jackknife,0.88,15.20801147924477
34,105,jackknife+,0.97,16.845015583221095
34,105,jackknife-mm,1.0,24.79807457426338
34,105,CV+,0.99,12.567090727731632
34,105,split,0.93,9.286747570179413
35,105,naive,0.0,2.5766055955500634e-14
35,105,jackknife,0.59,6.486436333779339
35,105,jackknife+,0.72,7.676689685267213
35,105,jackknife-mm,0.96,11.601368282508817
35,105,CV+,0.97,9.468305126199555
35,105,split,0.89,8.29261177943512
36,105,naive,0.0,3.385736135896877e-14
36,105,jackknife,0.72,12.392797349561214
36,105,jackknife+,0.82,13.126276874665265
36,105,jackknife-mm,1.0,20.9365707473886
36,105,CV+,1.0,15.53827363259894
36,105,split,0.92,9.025615605255693
37,105,naive,0.0,2.8683722064215546e-14
37,105,jackknife,0.81,14.828614775820405
37,105,jackknife+,0.9,16.303532399748775
37,105,jackknife-mm,1.0,23.021236199911005
37,105,CV+,0.98,13.427960404363235
37,105,split,0.96,11.272715457663779
38,105,naive,0.0,2.4868995751603507e-14
38,105,jackknife,0.7,6.61734588040362
38,105,jackknife+,0.78,7.059995608623661
38,105,jackknife-mm,0.96,10.960906251270336
38,105,CV+,0.96,9.468828289409293
38,105,split,0.84,8.376174145419487
39,105,naive,0.0,2.7324809082074353e-14
39,105,jackknife,0.82,14.693728880355247
39,105,jackknife+,0.96,15.177764780833202
39,105,jackknife-mm,1.0,23.33364138489314
39,105,CV+,0.99,11.985247694201794
39,105,split,0.87,8.664663721841661
40,105,naive,0.0,2.163158541179655e-14
40,105,jackknife,0.86,9.267977385822173
40,105,jackknife+,0.94,10.1136574296055
40,105,jackknife-mm,1.0,15.093622887957427
40,105,CV+,0.98,9.585413166821928
40,105,split,0.96,9.719336459031188
41,105,naive,0.0,2.2950530365051236e-14
41,105,jackknife,0.87,14.208653801267822
41,105,jackknife+,0.98,15.380066004716987
41,105,jackknife-mm,1.0,22.13886452168445
41,105,CV+,0.98,10.127585088956403
41,105,split,0.94,10.310274757722977
42,105,naive,0.0,3.284483796051063e-14
42,105,jackknife,0.69,8.680539862610681
42,105,jackknife+,0.8,9.59406742797457
42,105,jackknife-mm,0.98,13.990268370084957
42,105,CV+,0.88,8.727373710636753
42,105,split,0.84,7.561045597936085
43,105,naive,0.0,2.2115642650533117e-14
43,105,jackknife,0.89,12.579047925499003
43,105,jackknife+,0.97,13.709105050544721
43,105,jackknife-mm,1.0,20.224433035339437
43,105,CV+,0.96,10.925966309022453
43,105,split,0.79,7.314684643396389
44,105,naive,0.0,2.842170943040401e-14
44,105,jackknife,0.85,14.424603829360057
44,105,jackknife+,0.97,16.616731370357865
44,105,jackknife-mm,1.0,24.013196851558728
44,105,CV+,0.99,13.162969388194348
44,105,split,0.83,6.352949419645791
45,105,naive,0.0,2.1316282072803006e-14
45,105,jackknife,0.9,8.404284298455039
45,105,jackknife+,0.96,9.431715954908967
45,105,jackknife-mm,1.0,13.832713239024434
45,105,CV+,0.96,9.206831591572294
45,105,split,0.74,7.0481741883456115
46,105,naive,0.0,2.995603765043597e-14
46,105,jackknife,0.66,10.203644863854839
46,105,jackknife+,0.84,12.486131080067144
46,105,jackknife-mm,0.98,18.63242287596064
46,105,CV+,0.98,14.57543858353666
46,105,split,0.98,9.486326142311059
47,105,naive,0.0,2.4633628470382973e-14
47,105,jackknife,0.73,9.178297053698126
47,105,jackknife+,0.86,9.901252125388986
47,105,jackknife-mm,0.98,14.750253342820038
47,105,CV+,0.95,9.648331363854597
47,105,split,0.8,8.038826040947042
48,105,naive,0.0,2.6716406864579765e-14
48,105,jackknife,0.93,15.526189926835317
48,105,jackknife+,0.99,16.79654800612672
48,105,jackknife-mm,1.0,24.57079893826883
48,105,CV+,1.0,14.669883120261153
48,105,split,0.85,7.565835856701178
49,105,naive,0.0,2.6609825454215753e-14
49,105,jackknife,0.81,11.645061714136027
49,105,jackknife+,0.92,13.17289337025246
49,105,jackknife-mm,0.99,19.5448572037084
49,105,CV+,1.0,12.565187553455793
49,105,split,0.77,7.876390663424164
0,110,naive,0.0,2.842170943040401e-14
0,110,jackknife,0.77,10.155499780475965
0,110,jackknife+,0.87,10.975676063528876
0,110,jackknife-mm,0.96,16.016213282363893
0,110,CV+,0.96,11.80315158899511
0,110,split,0.94,9.569403863647054
1,110,naive,0.0,2.4016344468691386e-14
1,110,jackknife,0.83,7.582369483931429
1,110,jackknife+,0.88,8.43067383472577
1,110,jackknife-mm,0.96,11.546432728381017
1,110,CV+,0.98,10.158007708056287
1,110,split,0.92,9.351782371108143
2,110,naive,0.0,2.1864732246967833e-14
2,110,jackknife,0.83,10.022150682609777
2,110,jackknife+,0.94,11.364483998791766
2,110,jackknife-mm,0.99,15.58891749614472
2,110,CV+,0.9,8.664063547398127
2,110,split,0.94,10.294103516355248
3,110,naive,0.0,2.4629187578284473e-14
3,110,jackknife,0.89,11.741267962795732
3,110,jackknife+,0.99,13.458058355941779
3,110,jackknife-mm,1.0,18.148328994826027
3,110,CV+,0.97,9.872581996387227
3,110,split,0.93,10.724366812322573
4,110,naive,0.0,3.197442310920451e-14
4,110,jackknife,0.92,13.083902812960064
4,110,jackknife+,1.0,13.881468775532394
4,110,jackknife-mm,1.0,19.492423494687582
4,110,CV+,1.0,11.655566524655244
4,110,split,0.95,12.022653902745619
5,110,naive,0.0,3.815614491031738e-14
5,110,jackknife,0.94,26.804109063665074
5,110,jackknife+,1.0,31.93946491292453
5,110,jackknife-mm,1.0,43.47656843385734
5,110,CV+,1.0,16.376875783773684
5,110,split,0.91,10.551172859172098
6,110,naive,0.0,3.014477556462225e-14
6,110,jackknife,0.93,12.72401338202278
6,110,jackknife+,1.0,13.550900026123713
6,110,jackknife-mm,1.0,19.289682194126485
6,110,CV+,0.99,10.91563524671831
6,110,split,0.92,8.575570184605803
7,110,naive,0.0,2.925659714492212e-14
7,110,jackknife,0.94,12.469644236298786
7,110,jackknife+,0.99,13.832082950828037
7,110,jackknife-mm,1.0,19.14071998911379
7,110,CV+,0.99,11.73575733154836
7,110,split,0.89,9.006162401673336
8,110,naive,0.0,2.375433183487985e-14
8,110,jackknife,0.79,7.68294618023809
8,110,jackknife+,0.85,7.618679848080632
8,110,jackknife-mm,0.96,11.388160440362306
8,110,CV+,0.94,8.581860096776131
8,110,split,0.85,8.914571682630623
9,110,naive,0.0,2.842170943040401e-14
9,110,jackknife,0.7,7.165507877115606
9,110,jackknife+,0.83,7.9598990770552644
9,110,jackknife-mm,0.93,11.256954776906674
9,110,CV+,0.9,8.401925035449018
9,110,split,0.79,6.3446116894399305
10,110,naive,0.0,2.3092638912203256e-14
10,110,jackknife,0.89,6.684117232004423
10,110,jackknife+,0.97,7.405341275157352
10,110,jackknife-mm,1.0,10.230626408103163
10,110,CV+,0.99,8.558846757101072
10,110,split,0.92,9.196934545772605
11,110,naive,0.0,2.842170943040401e-14
11,110,jackknife,0.81,10.10754405128147
11,110,jackknife+,0.9,11.05509502583835
11,110,jackknife-mm,1.0,15.717793394393723
11,110,CV+,1.0,11.713838657085539
11,110,split,0.88,9.78584299129207
12,110,naive,0.0,2.842170943040401e-14
12,110,jackknife,0.8,12.058293588203965
12,110,jackknife+,0.94,12.649573258031323
12,110,jackknife-mm,0.99,18.040828301148007
12,110,CV+,1.0,12.788815558635351
12,110,split,0.9,9.873471687142628
13,110,naive,0.0,2.2053470161154108e-14
13,110,jackknife,0.66,6.547297156887269
13,110,jackknife+,0.74,7.141684891301295
13,110,jackknife-mm,0.96,10.530256829663015
13,110,CV+,0.93,8.985035565653854
13,110,split,0.89,9.334636245770701
14,110,naive,0.0,3.2385205628315815e-14
14,110,jackknife,0.87,15.442932827251473
14,110,jackknife+,0.97,15.958209228983714
14,110,jackknife-mm,1.0,22.984573887945434
14,110,CV+,0.98,13.192675897805096
14,110,split,0.96,11.472380300606279
15,110,naive,0.0,2.1316282072803006e-14
15,110,jackknife,0.89,9.733138382056396
15,110,jackknife+,0.96,10.236808502584699
15,110,jackknife-mm,0.99,14.766915525841503
15,110,CV+,0.98,10.104471095236804
15,110,split,0.93,9.47382765959982
16,110,naive,0.0,2.3514523661560817e-14
16,110,jackknife,0.85,9.75502269402591
16,110,jackknife+,0.92,10.226269702200153
16,110,jackknife-mm,0.98,14.586481358059487
16,110,CV+,0.95,10.524004013902404
16,110,split,0.77,7.886601894839642
17,110,naive,0.0,1.9522161665008753e-14
17,110,jackknife,0.72,8.601965327964777
17,110,jackknife+,0.83,9.167011582184498
17,110,jackknife-mm,0.96,13.002428891649302
17,110,CV+,0.96,9.678726020668442
17,110,split,0.88,8.299764455263203
18,110,naive,0.0,2.312816604899126e-14
18,110,jackknife,0.72,7.529727452587817
18,110,jackknife+,0.78,7.8789534705925455
